source,work_no,row_index,stage,slot,expert_code,raw_score,final_score,consensus_rank,prize,n,mean,std,median,mad,cv,raw_min,raw_max,cv_weight,z_score,robust_z,percentile,calibration_n,calibration_spearman_score_vs_negative_rank,calibration_p_value,calibration_weight,final_weight
data2.1,381,383,phase1,expert_1,P183,39.0,268.47,315.0,未获奖,120,40.075,7.059367100919615,39.0,4.4478,0.1761538889811507,16.0,60.0,0.85022887682347,-0.15227994020313293,0.0,0.42916666666666664,,,,0.75,0.6376716576176025
data2.1,381,383,phase1,expert_2,P340,75.0,268.47,315.0,未获奖,119,63.32773109243698,11.779837157299742,65.0,7.412999999999999,0.18601388292445187,30.0,80.0,0.8431604506468491,0.9908684434003351,1.3489815189531904,0.8781512605042017,,,,0.75,0.6323703379851369
data2.1,381,383,phase1,expert_3,P260,49.0,268.47,315.0,未获奖,120,53.84166666666667,14.081990306075067,54.5,14.0847,0.2615444724855298,20.0,91.0,0.7926791498913807,-0.3438197698927502,-0.39049465022329194,0.38333333333333336,,,,0.75,0.5945093624185355
data2.1,381,383,phase1,expert_4,P372,77.0,268.47,315.0,未获奖,120,71.88333333333334,12.325544516127781,76.0,7.412999999999999,0.17146595663521141,30.0,88.0,0.8536312936248602,0.4151270282600158,0.13489815189531904,0.55,2.0,,,0.5,0.4268156468124301
data2.1,381,383,phase1,expert_5,P280,60.0,268.47,315.0,未获奖,120,47.541666666666664,14.110545453567658,48.5,14.0847,0.29680376063595426,20.0,75.0,0.7711266965401138,0.8829094080259964,0.8164888141032468,0.7916666666666666,,,,0.75,0.5783450224050853
data2.1,382,384,phase1,expert_1,P125,50.0,268.3,318.0,未获奖,120,55.75833333333333,12.029372898240789,56.5,11.119499999999999,0.2157412565818106,30.0,85.0,0.822543443834101,-0.4786894031837228,-0.5845586582130492,0.30416666666666664,,,,0.75,0.6169075828755758
data2.1,382,384,phase1,expert_2,P154,77.0,268.3,318.0,未获奖,119,55.78991596638655,14.089227733572613,59.0,11.8608,0.25254075919493013,21.0,83.0,0.7983772126048412,1.5054113990274183,1.5176042088223392,0.9747899159663865,,,,0.75,0.5987829094536309
data2.1,382,384,phase1,expert_3,P460,62.0,268.3,318.0,未获奖,119,52.30252100840336,12.752237837408895,52.0,10.3782,0.2438168866728243,26.0,93.0,0.8039768640502801,0.7604531153856721,0.9635582278237074,0.8025210084033614,,,,0.75,0.6029826480377101
data2.1,382,384,phase1,expert_4,P253,66.0,268.3,318.0,未获奖,120,61.21666666666667,14.097012815065582,61.0,10.3782,0.23028063406042334,22.0,96.0,0.8128226782694253,0.33931538518723253,0.4817791139118537,0.7083333333333334,,,,0.75,0.609617008702069
data2.1,382,384,phase1,expert_5,P301,39.0,268.3,318.0,未获奖,120,42.575,12.121002329798953,43.0,7.412999999999999,0.28469764720608226,16.0,83.0,0.7783932679994914,-0.2949426048051341,-0.5395926075812761,0.35833333333333334,,,,0.75,0.5837949509996185
data2.1,383,385,phase1,expert_1,P003,43.0,229.48,656.0,未获奖,119,48.865546218487395,12.871545526199066,48.0,10.3782,0.26340738050175216,0.0,80.0,0.7915103358054295,-0.4556986732128256,-0.4817791139118537,0.23109243697478993,,,,0.75,0.5936327518540722
data2.1,383,385,phase1,expert_2,P255,46.0,229.48,656.0,未获奖,119,49.403361344537814,12.206777311576767,49.0,8.8956,0.24708394286062857,0.0,75.0,0.8018706404848305,-0.2788091613099311,-0.3372453797382976,0.3739495798319328,4.0,-1.0,,0.35714285714285715,0.2863823716017252
data2.1,383,385,phase1,expert_3,P388,48.0,229.48,656.0,未获奖,119,58.285714285714285,14.536419987509605,60.0,14.825999999999999,0.24939936253080205,20.0,91.0,0.8003845927809544,-0.7075823548406188,-0.8093889113719143,0.22268907563025211,,,,0.75,0.6002884445857158
data2.1,383,385,phase1,expert_4,P394,35.0,229.48,656.0,未获奖,120,46.175,13.372907831341179,48.0,11.8608,0.2896135967805345,20.0,80.0,0.7754260675418261,-0.8356447334370993,-1.0960474841494672,0.2125,,,,0.75,0.5815695506563696
data2.1,383,385,phase1,expert_5,P625,78.0,229.48,656.0,未获奖,119,75.7983193277311,14.318164255933004,80.0,7.412999999999999,0.18889817588204297,25.0,96.0,0.8411149249666402,0.15376836254386442,-0.26979630379063807,0.3865546218487395,1.0,,,0.5,0.4205574624833201
data2.1,384,386,phase1,expert_1,P117,22.0,188.51,803.0,未获奖,119,39.134453781512605,12.40279108128072,37.0,13.343399999999999,0.31692766559424645,20.0,78.0,0.7593431485462514,-1.381499830902843,-1.1241512657943253,0.037815126050420166,,,,0.75,0.5695073614096886
data2.1,384,386,phase1,expert_2,P434,20.0,188.51,803.0,未获奖,119,45.63865546218487,14.298115967175402,46.0,14.825999999999999,0.31328959677662915,20.0,75.0,0.7614466774536439,-1.793149217774165,-1.7536759746391475,0.06302521008403361,,,,0.75,0.571085008090233
data2.1,384,386,phase1,expert_3,P378,21.0,188.51,803.0,未获奖,119,54.76470588235294,16.155864696997092,60.0,14.825999999999999,0.29500504817287926,20.0,82.0,0.7721977620171432,-2.089934925527621,-2.6305139619587212,0.06722689075630252,,,,0.75,0.5791483215128574
data2.1,384,386,phase1,expert_4,P407,43.0,188.51,803.0,未获奖,119,68.38655462184875,18.831144975269517,72.0,16.3086,0.2753632651827319,20.0,95.0,0.7840903272815544,-1.3481152980972897,-1.7782029113473874,0.12605042016806722,,,,0.75,0.5880677454611658
data2.1,384,386,phase1,expert_5,P308,46.0,188.51,803.0,未获奖,120,41.56666666666667,10.115080125158444,43.0,7.412999999999999,0.24334595329170272,20.0,60.0,0.8042813806990282,0.43828949236958076,0.40469445568595713,0.6625,,,,0.75,0.6032110355242711
data2.1,385,387,phase1,expert_1,P440,56.0,252.59,479.0,未获奖,119,49.411764705882355,11.08397206284508,50.0,8.8956,0.22431848222424564,20.0,82.0,0.8167809393706763,0.5943929898742951,0.6744907594765952,0.7899159663865546,,,,0.75,0.6125857045280072
data2.1,385,387,phase1,expert_2,P262,53.0,252.59,479.0,未获奖,119,57.91596638655462,13.283467379640724,60.0,13.343399999999999,0.22935760565543328,20.0,85.0,0.813432963199385,-0.3700815642525095,-0.5246039240373518,0.36134453781512604,,,,0.75,0.6100747223995387
data2.1,385,387,phase1,expert_3,P322,44.0,252.59,479.0,未获奖,119,41.66386554621849,14.82112401723673,41.0,11.8608,0.3557308910954358,0.0,83.0,0.737609511274023,0.15762194898744686,0.25293403480372323,0.6428571428571429,1.0,,,0.5,0.3688047556370115
data2.1,385,387,phase1,expert_4,P326,37.0,252.59,479.0,未获奖,119,35.57142857142857,10.964172338144484,34.0,11.8608,0.3082297444458289,20.0,63.0,0.7643917318388169,0.13029450691881356,0.25293403480372323,0.6008403361344538,,,,0.75,0.5732937988791127
data2.1,385,387,phase1,expert_5,P593,50.0,252.59,479.0,未获奖,119,54.18487394957983,14.613649520721548,55.0,11.8608,0.2696997972961948,20.0,78.0,0.7875877448586539,-0.28636747744947993,-0.42155672467287203,0.27310924369747897,,,,0.75,0.5906908086439904
data2.1,386,388,phase1,expert_1,P388,70.0,263.28,363.0,未获奖,119,58.285714285714285,14.536419987509605,60.0,14.825999999999999,0.24939936253080205,20.0,91.0,0.8003845927809544,0.805857681901816,0.6744907594765952,0.773109243697479,,,,0.75,0.6002884445857158
data2.1,386,388,phase1,expert_2,P431,50.0,263.28,363.0,未获奖,120,50.225,11.852356784392622,51.0,4.4478,0.23598520227760322,20.0,78.0,0.8090711750895212,-0.01898356623015982,-0.22483025315886507,0.3333333333333333,,,,0.75,0.606803381317141
data2.1,386,388,phase1,expert_3,P288,56.0,263.28,363.0,未获奖,120,55.675,15.169165152656602,59.0,13.343399999999999,0.272459185498996,0.0,82.0,0.7858798234128422,0.02142504196699876,-0.22483025315886507,0.42083333333333334,,,,0.75,0.5894098675596317
data2.1,386,388,phase1,expert_4,P394,43.0,263.28,363.0,未获奖,120,46.175,13.372907831341179,48.0,11.8608,0.2896135967805345,20.0,80.0,0.7754260675418261,-0.23742031576400793,-0.42155672467287203,0.36666666666666664,,,,0.75,0.5815695506563696
data2.1,386,388,phase1,expert_5,P290,78.0,263.28,363.0,未获奖,120,71.525,9.82020083999381,73.0,7.412999999999999,0.13729746018865863,30.0,85.0,0.8792774406039005,0.6593551502154488,0.6744907594765952,0.7541666666666667,,,,0.75,0.6594580804529253
data2.1,387,389,phase1,expert_1,P003,46.0,256.05,442.0,未获奖,119,48.865546218487395,12.871545526199066,48.0,10.3782,0.26340738050175216,0.0,80.0,0.7915103358054295,-0.22262642917703945,-0.1927116455647415,0.3907563025210084,,,,0.75,0.5936327518540722
data2.1,387,389,phase1,expert_2,P440,50.0,256.05,442.0,未获奖,119,49.411764705882355,11.08397206284508,50.0,8.8956,0.22431848222424564,20.0,82.0,0.8167809393706763,0.0530708026673476,0.0,0.4957983193277311,,,,0.75,0.6125857045280072
data2.1,387,389,phase1,expert_3,P255,47.0,256.05,442.0,未获奖,119,49.403361344537814,12.206777311576767,49.0,8.8956,0.24708394286062857,0.0,75.0,0.8018706404848305,-0.19688745712256858,-0.22483025315886507,0.42016806722689076,4.0,-1.0,,0.35714285714285715,0.2863823716017252
data2.1,387,389,phase1,expert_4,P593,59.0,256.05,442.0,未获奖,119,54.18487394957983,14.613649520721548,55.0,11.8608,0.2696997972961948,20.0,78.0,0.7875877448586539,0.32949510959548606,0.3372453797382976,0.6134453781512605,,,,0.75,0.5906908086439904
data2.1,387,389,phase1,expert_5,P625,85.0,256.05,442.0,未获奖,119,75.7983193277311,14.318164255933004,80.0,7.412999999999999,0.18889817588204297,25.0,96.0,0.8411149249666402,0.6426578510898152,0.6744907594765952,0.7773109243697479,1.0,,,0.5,0.4205574624833201
data2.1,388,390,phase1,expert_1,P037,55.0,251.3,493.0,未获奖,120,63.525,14.866895433544043,62.0,11.8608,0.2340321988751522,25.0,95.0,0.8103516268955723,-0.5734216695144783,-0.5901794145420208,0.25833333333333336,,,,0.75,0.6077637201716792
data2.1,388,390,phase1,expert_2,P340,74.0,251.3,493.0,未获奖,119,63.32773109243698,11.779837157299742,65.0,7.412999999999999,0.18601388292445187,30.0,80.0,0.8431604506468491,0.9059776264351516,1.2140833670578715,0.8403361344537815,,,,0.75,0.6323703379851369
data2.1,388,390,phase1,expert_3,P255,56.0,251.3,493.0,未获奖,119,49.403361344537814,12.206777311576767,49.0,8.8956,0.24708394286062857,0.0,75.0,0.8018706404848305,0.5404078805636939,0.7869058860560277,0.7815126050420168,4.0,-1.0,,0.35714285714285715,0.2863823716017252
data2.1,388,390,phase1,expert_4,P370,29.0,251.3,493.0,未获奖,119,38.57983193277311,15.560976723254987,36.0,14.825999999999999,0.4033448551660517,5.0,75.0,0.7125832230892915,-0.6156317886175231,-0.47214353163361666,0.2773109243697479,2.0,,,0.5,0.3562916115446457
data2.1,388,390,phase1,expert_5,P308,40.0,251.3,493.0,未获奖,120,41.56666666666667,10.115080125158444,43.0,7.412999999999999,0.24334595329170272,20.0,60.0,0.8042813806990282,-0.15488425670203274,-0.40469445568595713,0.3875,,,,0.75,0.6032110355242711
data2.1,389,391,phase1,expert_1,P530,50.0,261.88,377.0,未获奖,119,52.890756302521005,11.9389619370791,54.0,10.3782,0.2257287051973964,20.0,86.0,0.8158412181747476,-0.24212794359810455,-0.385423291129483,0.3739495798319328,,,,0.75,0.6118809136310608
data2.1,389,391,phase1,expert_2,P370,46.0,261.88,377.0,未获奖,119,38.57983193277311,15.560976723254987,36.0,14.825999999999999,0.4033448551660517,5.0,75.0,0.7125832230892915,0.4768446222362041,0.6744907594765952,0.726890756302521,2.0,,,0.5,0.3562916115446457
data2.1,389,391,phase1,expert_3,P262,60.0,261.88,377.0,未获奖,119,57.91596638655462,13.283467379640724,60.0,13.343399999999999,0.22935760565543328,20.0,85.0,0.813432963199385,0.15688927852072193,0.0,0.5336134453781513,,,,0.75,0.6100747223995387
data2.1,389,391,phase1,expert_4,P322,43.0,261.88,377.0,未获奖,119,41.66386554621849,14.82112401723673,41.0,11.8608,0.3557308910954358,0.0,83.0,0.737609511274023,0.09015068305397138,0.1686226898691488,0.5882352941176471,1.0,,,0.5,0.3688047556370115
data2.1,389,391,phase1,expert_5,P326,43.0,261.88,377.0,未获奖,119,35.57142857142857,10.964172338144484,34.0,11.8608,0.3082297444458289,20.0,63.0,0.7643917318388169,0.6775314359778296,0.7588021044111696,0.7521008403361344,,,,0.75,0.5732937988791127
data2.1,390,392,phase1,expert_1,P154,24.0,159.61,851.0,未获奖,119,55.78991596638655,14.089227733572613,59.0,11.8608,0.25254075919493013,21.0,83.0,0.7983772126048412,-2.2563277822982255,-2.950897072710104,0.03361344537815126,,,,0.75,0.5987829094536309
data2.1,390,392,phase1,expert_2,P493,20.0,159.61,851.0,未获奖,119,38.11764705882353,11.779166088428486,37.0,11.8608,0.3090213325667967,20.0,70.0,0.7639294907739572,-1.5381094826926487,-1.433292863887765,0.0546218487394958,,,,0.75,0.5729471180804679
data2.1,390,392,phase1,expert_3,P460,35.0,159.61,851.0,未获奖,119,52.30252100840336,12.752237837408895,52.0,10.3782,0.2438168866728243,26.0,93.0,0.8039768640502801,-1.356822326325042,-1.6380489873003026,0.08403361344537816,,,,0.75,0.6029826480377101
data2.1,390,392,phase1,expert_4,P301,20.0,159.61,851.0,未获奖,120,42.575,12.121002329798953,43.0,7.412999999999999,0.28469764720608226,16.0,83.0,0.7783932679994914,-1.8624697352380135,-3.102657493592338,0.025,,,,0.75,0.5837949509996185
data2.1,390,392,phase1,expert_5,P239,23.0,159.61,851.0,未获奖,119,53.470588235294116,15.037706014995099,53.0,16.3086,0.28123322580298865,23.0,85.0,0.7804980232020357,-2.026279021874072,-1.839520253117987,0.012605042016806723,,,,0.75,0.5853735174015268
data2.1,391,393,phase1,expert_1,P037,63.0,258.13,416.0,未获奖,120,63.525,14.866895433544043,62.0,11.8608,0.2340321988751522,25.0,95.0,0.8103516268955723,-0.03531335794663933,0.0843113449345744,0.5458333333333333,,,,0.75,0.6077637201716792
data2.1,391,393,phase1,expert_2,P376,50.0,258.13,416.0,未获奖,120,47.025,14.150726738471446,48.0,11.8608,0.3009192288882817,20.0,80.0,0.7686872311469819,0.21023655215614453,0.1686226898691488,0.5833333333333334,2.0,,,0.5,0.38434361557349095
data2.1,391,393,phase1,expert_3,P280,48.0,258.13,416.0,未获奖,120,47.541666666666664,14.110545453567658,48.5,14.0847,0.29680376063595426,20.0,75.0,0.7711266965401138,0.03248161701767896,-0.0354995136566629,0.49583333333333335,,,,0.75,0.5783450224050853
data2.1,391,393,phase1,expert_4,P565,45.0,258.13,416.0,未获奖,120,47.93333333333333,15.461382271216719,50.0,13.343399999999999,0.32256013083205953,20.0,79.0,0.7561092888614993,-0.18971999281035137,-0.3747170885981084,0.3375,,,,0.75,0.5670819666461244
data2.1,391,393,phase1,expert_5,P704,73.0,258.13,416.0,未获奖,120,60.30833333333333,15.941487459110068,63.0,15.5673,0.26433307932751254,20.0,86.0,0.7909308206441068,0.7961406800476309,0.6423721518824717,0.75,1.0,,,0.5,0.3954654103220534
data2.1,392,394,phase1,expert_1,P037,67.0,230.89,648.0,未获奖,120,63.525,14.866895433544043,62.0,11.8608,0.2340321988751522,25.0,95.0,0.8103516268955723,0.23374079783728013,0.42155672467287203,0.6708333333333333,,,,0.75,0.6077637201716792
data2.1,392,394,phase1,expert_2,P376,48.0,230.89,648.0,未获奖,120,47.025,14.150726738471446,48.0,11.8608,0.3009192288882817,20.0,80.0,0.7686872311469819,0.06890105490831634,0.0,0.5125,2.0,,,0.5,0.38434361557349095
data2.1,392,394,phase1,expert_3,P378,48.0,230.89,648.0,未获奖,119,54.76470588235294,16.155864696997092,60.0,14.825999999999999,0.29500504817287926,20.0,82.0,0.7721977620171432,-0.4187151854280078,-0.8093889113719143,0.2647058823529412,,,,0.75,0.5791483215128574
data2.1,392,394,phase1,expert_4,P308,23.0,230.89,648.0,未获奖,120,41.56666666666667,10.115080125158444,43.0,7.412999999999999,0.24334595329170272,20.0,60.0,0.8042813806990282,-1.8355432124049378,-2.697963037906381,0.07083333333333333,,,,0.75,0.6032110355242711
data2.1,392,394,phase1,expert_5,P565,48.0,230.89,648.0,未获奖,120,47.93333333333333,15.461382271216719,50.0,13.343399999999999,0.32256013083205953,20.0,79.0,0.7561092888614993,0.004311818018417296,-0.1498868354392434,0.3958333333333333,,,,0.75,0.5670819666461244
data2.1,393,395,phase1,expert_1,P037,57.0,228.85,661.0,未获奖,120,63.525,14.866895433544043,62.0,11.8608,0.2340321988751522,25.0,95.0,0.8103516268955723,-0.43889459162251854,-0.42155672467287203,0.30833333333333335,,,,0.75,0.6077637201716792
data2.1,393,395,phase1,expert_2,P434,38.0,228.85,661.0,未获奖,119,45.63865546218487,14.298115967175402,46.0,14.825999999999999,0.31328959677662915,20.0,75.0,0.7614466774536439,-0.5342420973309459,-0.5395926075812761,0.2815126050420168,,,,0.75,0.571085008090233
data2.1,393,395,phase1,expert_3,P378,42.0,228.85,661.0,未获奖,119,54.76470588235294,16.155864696997092,60.0,14.825999999999999,0.29500504817287926,20.0,82.0,0.7721977620171432,-0.7900973498945886,-1.2140833670578715,0.19327731092436976,,,,0.75,0.5791483215128574
data2.1,393,395,phase1,expert_4,P407,66.0,228.85,661.0,未获奖,119,68.38655462184875,18.831144975269517,72.0,16.3086,0.2753632651827319,20.0,95.0,0.7840903272815544,-0.12673444046992094,-0.3679040506235974,0.3319327731092437,,,,0.75,0.5880677454611658
data2.1,393,395,phase1,expert_5,P308,39.0,228.85,661.0,未获奖,120,41.56666666666667,10.115080125158444,43.0,7.412999999999999,0.24334595329170272,20.0,60.0,0.8042813806990282,-0.2537465482139683,-0.5395926075812761,0.32083333333333336,,,,0.75,0.6032110355242711
data2.1,394,396,phase1,expert_1,P530,44.0,200.47,773.0,未获奖,119,52.890756302521005,11.9389619370791,54.0,10.3782,0.2257287051973964,20.0,86.0,0.8158412181747476,-0.7446841986244035,-0.9635582278237074,0.18907563025210083,,,,0.75,0.6118809136310608
data2.1,394,396,phase1,expert_2,P493,30.0,200.47,773.0,未获奖,119,38.11764705882353,11.779166088428486,37.0,11.8608,0.3090213325667967,20.0,70.0,0.7639294907739572,-0.6891529500376153,-0.5901794145420208,0.2773109243697479,,,,0.75,0.5729471180804679
data2.1,394,396,phase1,expert_3,P460,33.0,200.47,773.0,未获奖,119,52.30252100840336,12.752237837408895,52.0,10.3782,0.2438168866728243,26.0,93.0,0.8039768640502801,-1.5136575442295395,-1.830760632865044,0.058823529411764705,,,,0.75,0.6029826480377101
data2.1,394,396,phase1,expert_4,P326,20.0,200.47,773.0,未获奖,119,35.57142857142857,10.964172338144484,34.0,11.8608,0.3082297444458289,20.0,63.0,0.7643917318388169,-1.4202101254150654,-1.1803588290840417,0.0546218487394958,,,,0.75,0.5732937988791127
data2.1,394,396,phase1,expert_5,P239,44.0,200.47,773.0,未获奖,119,53.470588235294116,15.037706014995099,53.0,16.3086,0.28123322580298865,23.0,85.0,0.7804980232020357,-0.6297894257176169,-0.5518560759353961,0.2773109243697479,,,,0.75,0.5853735174015268
data2.1,395,397,phase1,expert_1,P440,54.0,247.02,532.0,未获奖,119,49.411764705882355,11.08397206284508,50.0,8.8956,0.22431848222424564,20.0,82.0,0.8167809393706763,0.4139522608053126,0.44966050631773014,0.7016806722689075,,,,0.75,0.6125857045280072
data2.1,395,397,phase1,expert_2,P255,42.0,247.02,532.0,未获奖,119,49.403361344537814,12.206777311576767,49.0,8.8956,0.24708394286062857,0.0,75.0,0.8018706404848305,-0.606495978059381,-0.7869058860560277,0.22268907563025211,4.0,-1.0,,0.35714285714285715,0.2863823716017252
data2.1,395,397,phase1,expert_3,P262,61.0,247.02,532.0,未获奖,119,57.91596638655462,13.283467379640724,60.0,13.343399999999999,0.22935760565543328,20.0,85.0,0.813432963199385,0.2321708274883264,0.0749434177196217,0.5966386554621849,,,,0.75,0.6100747223995387
data2.1,395,397,phase1,expert_4,P593,47.0,247.02,532.0,未获奖,119,54.18487394957983,14.613649520721548,55.0,11.8608,0.2696997972961948,20.0,78.0,0.7875877448586539,-0.4916550064644686,-0.6744907594765952,0.22268907563025211,,,,0.75,0.5906908086439904
data2.1,395,397,phase1,expert_5,P625,78.0,247.02,532.0,未获奖,119,75.7983193277311,14.318164255933004,80.0,7.412999999999999,0.18889817588204297,25.0,96.0,0.8411149249666402,0.15376836254386442,-0.26979630379063807,0.3865546218487395,1.0,,,0.5,0.4205574624833201
data2.1,396,398,phase1,expert_1,P530,43.0,233.81,629.0,未获奖,119,52.890756302521005,11.9389619370791,54.0,10.3782,0.2257287051973964,20.0,86.0,0.8158412181747476,-0.82844357446212,-1.0599140506060782,0.15546218487394958,,,,0.75,0.6118809136310608
data2.1,396,398,phase1,expert_2,P370,33.0,233.81,629.0,未获奖,119,38.57983193277311,15.560976723254987,36.0,14.825999999999999,0.4033448551660517,5.0,75.0,0.7125832230892915,-0.3585785154754696,-0.20234722784297857,0.41596638655462187,2.0,,,0.5,0.3562916115446457
data2.1,396,398,phase1,expert_3,P322,41.0,233.81,629.0,未获奖,119,41.66386554621849,14.82112401723673,41.0,11.8608,0.3557308910954358,0.0,83.0,0.737609511274023,-0.04479184881297961,0.0,0.5084033613445378,1.0,,,0.5,0.3688047556370115
data2.1,396,398,phase1,expert_4,P326,32.0,233.81,629.0,未获奖,119,35.57142857142857,10.964172338144484,34.0,11.8608,0.3082297444458289,20.0,63.0,0.7643917318388169,-0.3257362672970332,-0.1686226898691488,0.4327731092436975,,,,0.75,0.5732937988791127
data2.1,396,398,phase1,expert_5,P239,52.0,233.81,629.0,未获奖,119,53.470588235294116,15.037706014995099,53.0,16.3086,0.28123322580298865,23.0,85.0,0.7804980232020357,-0.09779338908658637,-0.06131734177059957,0.48739495798319327,,,,0.75,0.5853735174015268
data2.1,397,399,phase1,expert_1,P125,57.0,236.7,616.0,未获奖,120,55.75833333333333,12.029372898240789,56.5,11.119499999999999,0.2157412565818106,30.0,85.0,0.822543443834101,0.10321956740141061,0.044966050631773016,0.5166666666666667,,,,0.75,0.6169075828755758
data2.1,397,399,phase1,expert_2,P154,56.0,236.7,616.0,未获奖,119,55.78991596638655,14.089227733572613,59.0,11.8608,0.25254075919493013,21.0,83.0,0.7983772126048412,0.014910968690842295,-0.25293403480372323,0.453781512605042,,,,0.75,0.5987829094536309
data2.1,397,399,phase1,expert_3,P493,29.0,236.7,616.0,未获奖,119,38.11764705882353,11.779166088428486,37.0,11.8608,0.3090213325667967,20.0,70.0,0.7639294907739572,-0.7740486033031186,-0.6744907594765952,0.24789915966386555,,,,0.75,0.5729471180804679
data2.1,397,399,phase1,expert_4,P460,38.0,236.7,616.0,未获奖,119,52.30252100840336,12.752237837408895,52.0,10.3782,0.2438168866728243,26.0,93.0,0.8039768640502801,-1.121569499468296,-1.3489815189531904,0.12184873949579832,,,,0.75,0.6029826480377101
data2.1,397,399,phase1,expert_5,P301,48.0,236.7,616.0,未获奖,120,42.575,12.121002329798953,43.0,7.412999999999999,0.28469764720608226,16.0,83.0,0.7783932679994914,0.4475702464525456,0.6744907594765952,0.7666666666666667,,,,0.75,0.5837949509996185
data2.1,398,400,phase1,expert_1,P183,38.0,266.57,330.0,未获奖,120,40.075,7.059367100919615,39.0,4.4478,0.1761538889811507,16.0,60.0,0.85022887682347,-0.2939356985316283,-0.22483025315886507,0.30416666666666664,,,,0.75,0.6376716576176025
data2.1,398,400,phase1,expert_2,P253,65.0,266.57,330.0,未获奖,120,61.21666666666667,14.097012815065582,61.0,10.3782,0.23028063406042334,22.0,96.0,0.8128226782694253,0.26837837086237554,0.385423291129483,0.6833333333333333,,,,0.75,0.609617008702069
data2.1,398,400,phase1,expert_3,P260,47.0,266.57,330.0,未获奖,120,53.84166666666667,14.081990306075067,54.5,14.0847,0.2615444724855298,20.0,91.0,0.7926791498913807,-0.4858451481617003,-0.5324927048499436,0.3375,,,,0.75,0.5945093624185355
data2.1,398,400,phase1,expert_4,P372,80.0,266.57,330.0,未获奖,120,71.88333333333334,12.325544516127781,76.0,7.412999999999999,0.17146595663521141,30.0,88.0,0.8536312936248602,0.6585239829401557,0.5395926075812761,0.7291666666666666,2.0,,,0.5,0.4268156468124301
data2.1,398,400,phase1,expert_5,P280,68.0,266.57,330.0,未获奖,120,47.541666666666664,14.110545453567658,48.5,14.0847,0.29680376063595426,20.0,75.0,0.7711266965401138,1.449861268698208,1.3844810326098533,0.9083333333333333,,,,0.75,0.5783450224050853
data2.1,399,401,phase1,expert_1,P117,24.0,169.49,835.0,未获奖,119,39.134453781512605,12.40279108128072,37.0,13.343399999999999,0.31692766559424645,20.0,78.0,0.7593431485462514,-1.2202458045394902,-0.974264430355082,0.10504201680672269,,,,0.75,0.5695073614096886
data2.1,399,401,phase1,expert_2,P434,20.0,169.49,835.0,未获奖,119,45.63865546218487,14.298115967175402,46.0,14.825999999999999,0.31328959677662915,20.0,75.0,0.7614466774536439,-1.793149217774165,-1.7536759746391475,0.06302521008403361,,,,0.75,0.571085008090233
data2.1,399,401,phase1,expert_3,P340,50.0,169.49,835.0,未获奖,119,63.32773109243698,11.779837157299742,65.0,7.412999999999999,0.18601388292445187,30.0,80.0,0.8431604506468491,-1.1314019807292526,-2.023472278429786,0.14285714285714285,,,,0.75,0.6323703379851369
data2.1,399,401,phase1,expert_4,P378,22.0,169.49,835.0,未获奖,119,54.76470588235294,16.155864696997092,60.0,14.825999999999999,0.29500504817287926,20.0,82.0,0.7721977620171432,-2.0280378981165246,-2.563064886011062,0.07563025210084033,,,,0.75,0.5791483215128574
data2.1,399,401,phase1,expert_5,P407,33.0,169.49,835.0,未获奖,119,68.38655462184875,18.831144975269517,72.0,16.3086,0.2753632651827319,20.0,95.0,0.7840903272815544,-1.8791504535874501,-2.391376329053383,0.08403361344537816,,,,0.75,0.5880677454611658
data2.1,400,402,phase1,expert_1,P037,57.0,196.81,784.0,未获奖,120,63.525,14.866895433544043,62.0,11.8608,0.2340321988751522,25.0,95.0,0.8103516268955723,-0.43889459162251854,-0.42155672467287203,0.30833333333333335,,,,0.75,0.6077637201716792
data2.1,400,402,phase1,expert_2,P345,21.0,196.81,784.0,未获奖,120,32.28333333333333,9.368446355444746,32.5,9.636899999999999,0.290194517979703,20.0,66.0,0.775076925273164,-1.204397496152144,-1.1933298052278223,0.1875,,,,0.75,0.5813076939548729
data2.1,400,402,phase1,expert_3,P376,30.0,196.81,784.0,未获奖,120,47.025,14.150726738471446,48.0,11.8608,0.3009192288882817,20.0,80.0,0.7686872311469819,-1.2031184203221374,-1.5176042088223392,0.14166666666666666,2.0,,,0.5,0.38434361557349095
data2.1,400,402,phase1,expert_4,P308,24.0,196.81,784.0,未获奖,120,41.56666666666667,10.115080125158444,43.0,7.412999999999999,0.24334595329170272,20.0,60.0,0.8042813806990282,-1.736680920893002,-2.563064886011062,0.09583333333333334,,,,0.75,0.6032110355242711
data2.1,400,402,phase1,expert_5,P565,36.0,196.81,784.0,未获奖,120,47.93333333333333,15.461382271216719,50.0,13.343399999999999,0.32256013083205953,20.0,79.0,0.7561092888614993,-0.7718154252966574,-1.0492078480747036,0.19166666666666668,,,,0.75,0.5670819666461244
data2.1,401,403,phase1,expert_1,P431,46.0,242.16,578.0,未获奖,120,50.225,11.852356784392622,51.0,4.4478,0.23598520227760322,20.0,78.0,0.8090711750895212,-0.3564691880996656,-1.1241512657943253,0.2375,,,,0.75,0.606803381317141
data2.1,401,403,phase1,expert_2,P288,58.0,242.16,578.0,未获奖,120,55.675,15.169165152656602,59.0,13.343399999999999,0.272459185498996,0.0,82.0,0.7858798234128422,0.15327145407160536,-0.0749434177196217,0.475,,,,0.75,0.5894098675596317
