作品编号,专家1,专家2,专家3,专家4,专家5
2225,84,105,103,114,46
2226,86,39,95,18,41
2227,48,88,104,105,37
2228,109,108,38,69,93
2229,24,2,118,124,30
2230,117,39,43,71,52
2231,116,11,2,100,19
2232,58,59,73,36,90
2233,76,108,64,50,121
2234,104,120,55,94,76
2235,48,1,125,24,91
2236,21,10,75,22,47
2237,56,67,29,11,83
2238,58,13,4,78,14
2239,40,106,7,112,72
2240,60,20,93,110,16
2241,31,63,116,54,56
2242,9,89,88,28,45
2243,111,25,11,87,49
2244,70,80,66,122,90
2245,81,35,99,82,22
2246,101,51,113,123,84
2247,12,115,3,14,64
2248,119,68,18,38,114
2249,98,44,109,33,100
2250,117,5,23,91,21
2251,42,32,60,65,37
2252,61,96,44,71,6
2253,59,67,7,8,124
2254,73,79,42,92,72
2255,86,62,26,47,112
2256,97,27,108,88,40
2257,34,68,118,113,43
2258,77,8,121,85,107
2259,75,26,88,93,30
2260,87,97,10,45,102
2261,104,17,125,36,103
2262,105,54,65,61,93
2263,35,34,124,53,5
2264,58,69,82,119,28
2265,83,73,31,33,65
2266,24,109,86,53,78
2267,111,98,118,97,13
2268,55,79,4,122,1
2269,110,115,9,122,85
2270,63,29,27,34,70
2271,52,19,124,23,48
2272,89,106,100,55,16
2273,96,2,50,66,39
2274,59,6,74,101,49
2275,116,32,8,120,80
2276,95,38,100,22,72
2277,15,94,86,81,20
2278,117,41,14,81,120
2279,46,51,40,20,47
2280,84,12,33,121,60
2281,62,30,103,61,78
2282,99,19,114,91,59
2283,25,84,1,26,68
2284,66,112,64,104,123
2285,75,43,124,114,13
2286,29,42,61,99,111
2287,17,56,23,119,51
2288,117,90,50,70,6
2289,24,38,98,45,12
2290,5,95,108,49,54
2291,125,94,82,66,86
2292,96,10,52,36,109
2293,92,101,39,35,76
2294,79,107,89,109,58
2295,21,18,110,91,12
2296,105,113,67,69,4
2297,63,25,41,77,9
2298,115,74,83,104,45
2299,27,15,37,57,56
2300,73,62,107,16,43
2301,11,32,112,95,3
2302,87,44,76,2,81
2303,48,69,9,85,2
2304,28,116,3,23,4
2305,7,80,34,10,105
2306,46,1,6,17,114
2307,71,102,79,8,62
2308,106,90,97,55,26
2309,31,59,50,88,65
2310,27,54,103,57,111
2311,115,89,42,93,33
2312,49,48,73,52,22
2313,68,31,55,29,21
2314,108,18,125,37,99
2315,19,117,80,12,94
2316,40,110,78,76,124
2317,35,84,11,59,115
2318,44,116,9,93,118
2319,70,41,51,87,63
2320,15,24,32,83,6
2321,47,96,97,34,37
2322,38,20,39,53,106
2323,77,101,25,123,58
2324,122,75,25,119,8
2325,46,74,91,72,118
2326,36,22,121,81,90
2327,82,92,102,64,13
2328,71,113,40,99,30
2329,7,75,17,45,58
2330,67,28,98,60,5
2331,120,102,78,95,124
2332,14,69,31,97,111
2333,50,18,43,103,85
2334,65,13,106,120,2
2335,122,71,73,3,27
2336,11,20,77,73,119
2337,62,63,92,52,78
2338,60,39,107,88,19
2339,72,123,80,86,43
2340,105,98,117,92,48
2341,68,32,79,47,74
2342,35,96,18,89,51
2343,44,83,87,119,4
2344,64,49,17,28,99
2345,14,15,66,67,29
2346,5,125,70,24,106
2347,82,41,42,6,102
2348,108,10,30,90,46
2349,84,21,101,67,19
2350,116,121,16,45,68
2351,33,36,113,21,53
2352,38,23,7,26,78
2353,56,104,112,30,117
2354,94,110,2,79,61
2355,109,70,101,57,28
2356,54,115,60,13,66
2357,1,71,87,108,11
2358,100,25,86,121,113
2359,62,20,48,76,104
2360,61,122,63,37,7
2361,64,4,80,27,114
2362,38,9,90,3,82
2363,112,31,77,125,91
2364,8,49,56,34,40
2365,57,72,83,81,50
2366,29,5,120,47,105
2367,74,116,51,14,95
2368,44,94,53,69,41
2369,15,25,118,103,110
2370,23,32,65,22,58
2371,52,26,98,89,1
2372,107,111,35,36,6
2373,55,12,36,75,11
2374,123,30,59,118,120
2375,96,16,42,50,84
2376,33,114,69,5,76
2377,100,46,85,80,24
2378,39,68,125,15,84
2379,10,113,106,93,92
2380,109,47,77,2,33
2381,88,46,83,39,124
2382,54,97,44,117,1
2383,56,102,21,119,52
2384,67,104,100,89,37
2385,20,87,107,99,118
2386,88,58,42,85,7
2387,16,108,61,82,51
2388,22,101,115,79,116
2389,9,19,66,64,58
2390,70,75,40,62,13
2391,29,8,72,109,63
2392,57,98,95,60,34
2393,45,41,103,112,28
2394,91,38,102,65,74
2395,49,96,12,31,23
2396,122,24,81,73,17
2397,26,48,121,53,119
2398,110,111,71,86,59
2399,35,54,100,28,94
2400,27,14,43,32,33
2401,3,84,2,41,111
2402,105,6,73,53,70
2403,18,10,123,124,26
2404,4,5,115,16,36
2405,55,49,95,60,26
2406,74,81,85,19,1
2407,83,40,63,98,68
2408,82,43,21,58,37
2409,13,3,15,17,93
2410,56,69,75,51,24
2411,79,12,78,123,20
2412,44,121,124,108,14
2413,116,106,62,64,59
2414,22,66,119,51,76
2415,87,92,67,86,70
2416,99,120,94,34,51
2417,46,35,101,42,29
2418,11,89,61,72,25
2419,90,118,17,63,35
2420,88,105,112,114,26
2421,7,81,97,32,125
2422,8,30,100,27,125
2423,31,37,52,69,6
2424,4,9,65,108,89
2425,77,54,91,71,50
2426,96,10,47,110,45
2427,18,38,117,57,66
2428,23,74,39,110,80
2429,109,25,103,53,13
2430,122,55,107,30,113
2431,104,22,5,118,82
2432,48,65,95,14,18
2433,86,120,12,61,107
2434,15,121,91,93,57
2435,36,45,123,76,29
2436,94,95,27,84,59
2437,122,38,83,64,28
2438,103,19,113,41,124
2439,40,54,46,16,90
2440,2,62,117,3,42
2441,112,20,7,92,8
2442,106,67,102,105,43
2443,23,115,97,107,104
2444,47,55,73,68,39
2445,49,78,1,84,9
2446,48,44,11,24,28
2447,75,21,52,79,109
2448,31,72,10,77,87
2449,101,71,114,33,34
2450,4,60,50,111,32
2451,80,99,98,56,96
2452,85,82,116,49,46
2453,88,55,93,87,71
2454,76,125,19,86,27
2455,47,12,92,52,72
2456,68,33,15,122,44
2457,11,38,111,30,116
2458,59,103,74,4,56
2459,53,14,21,80,7
2460,90,106,13,69,94
2461,6,48,35,3,109
2462,61,100,77,110,123
2463,75,41,54,101,62
2464,65,24,121,89,60
2465,73,50,10,114,115
2466,102,36,31,8,96
2467,37,113,99,17,117
2468,18,58,63,120,88
2469,104,67,83,81,79
2470,39,34,119,85,108
2471,45,91,64,43,5
2472,42,70,97,112,16
2473,22,105,98,9,29
2474,78,2,40,1,51
2475,23,57,32,25,66
2476,20,28,111,47,80
2477,77,89,39,81,48
2478,68,107,50,82,119
2479,96,123,72,30,115
2480,78,29,38,31,108
2481,10,92,63,4,75
2482,95,94,66,41,12
2483,2,45,69,11,125
2484,71,26,120,16,117
2485,34,44,55,112,22
2486,121,43,35,88,99
2487,42,14,57,76,6
2488,9,114,5,52,100
2489,40,65,17,105,86
2490,104,109,49,8,64
2491,20,62,21,122,74
2492,32,116,97,61,18
2493,46,67,93,24,59
2494,33,25,56,7,73
2495,54,37,103,58,98
2496,101,91,27,110,36
2497,23,113,70,85,1
2498,87,118,90,79,124
2499,15,53,3,102,60
2500,84,83,13,19,77
2501,106,97,27,62,119
2502,51,96,68,85,81
2503,80,101,112,32,118
2504,75,74,37,40,94
2505,43,29,103,44,76
2506,4,8,100,15,99
2507,114,58,116,48,123
2508,25,50,38,93,2
2509,105,3,45,66,24
2510,60,125,92,1,71
2511,70,11,82,61,88
2512,33,26,86,79,13
2513,23,67,102,20,28
2514,107,84,108,91,124
2515,19,35,34,12,111
2516,78,14,39,22,64
2517,55,36,117,46,63
2518,54,56,113,121,6
2519,57,10,53,89,49
2520,41,30,21,42,73
2521,98,7,5,65,106
2522,47,18,87,59,104
2523,17,16,72,69,110
2524,95,52,83,90,120
2525,115,31,122,109,106
2526,9,113,34,15,87
2527,85,42,72,27,90
2528,92,37,53,35,9
2529,17,121,59,13,5
2530,48,124,51,125,57
2531,97,96,3,4,107
2532,116,20,83,108,109
2533,39,103,84,117,10
2534,73,2,58,6,67
2535,99,77,32,44,40
2536,89,38,14,71,105
2537,62,24,8,120,111
2538,25,18,21,54,112
2539,28,100,1,88,46
2540,119,64,33,30,94
2541,60,52,91,70,81
2542,63,16,11,12,80
2543,69,98,118,36,122
2544,114,65,55,29,23
2545,7,82,74,43,41
2546,22,86,93,56,45
2547,19,31,104,110,68
2548,26,75,115,61,102
2549,76,47,101,78,90
2550,49,66,79,123,50
2551,95,7,76,111,100
2552,26,109,73,9,19
2553,116,27,12,53,75
2554,71,81,124,86,3
2555,14,1,56,61,117
2556,46,5,113,41,119
2557,96,108,103,21,66
2558,51,79,88,54,29
2559,114,84,104,32,89
2560,39,59,107,40,36
2561,115,121,48,49,47
2562,4,70,34,110,30
2563,78,65,74,11,52
2564,80,43,95,50,42
2565,6,23,68,64,118
2566,98,17,82,62,10
2567,87,67,13,63,112
2568,37,31,15,22,123
2569,85,28,92,25,97
2570,20,69,60,77,38
2571,44,35,18,72,91
2572,101,2,55,105,99
2573,122,57,16,45,58
2574,24,106,83,103,82
2575,93,94,125,102,109
2576,33,120,40,45,113
2577,8,44,93,61,39
2578,26,72,58,56,106
2579,1,11,121,90,67
2580,3,76,59,73,12
2581,70,79,35,10,125
2582,91,85,98,89,8
2583,53,115,32,124,20
2584,41,38,88,17,33
2585,83,31,107,99,21
2586,68,42,36,75,34
2587,18,24,114,16,22
2588,81,9,30,14,112
2589,118,94,43,60,78
2590,110,28,108,7,52
2591,111,15,25,104,46
2592,87,66,54,119,122
2593,50,5,27,29,117
2594,77,92,51,102,80
2595,96,63,86,69,62
2596,71,37,116,65,84
2597,97,57,123,13,95
2598,4,23,101,120,69
2599,105,64,47,19,100
2600,49,55,27,54,52
2601,2,74,118,77,24
2602,48,84,110,8,43
2603,6,22,79,59,71
2604,124,66,56,15,55
2605,113,62,112,58,60
2606,49,75,7,3,67
2607,81,65,46,34,107
2608,83,4,47,91,94
2609,33,117,95,70,93
2610,109,30,23,74,16
2611,105,123,87,125,6
2612,82,51,31,32,63
2613,86,21,90,116,2
2614,108,73,45,104,72
2615,99,11,10,85,14
2616,28,42,114,19,121
2617,44,17,12,106,9
2618,50,92,64,36,18
2619,97,76,35,68,102
2620,26,48,20,100,96
2621,103,1,57,80,115
2622,111,37,119,88,101
2623,98,25,120,78,48
2624,38,5,61,40,103
2625,13,41,89,122,29
2626,39,41,51,27,118
2627,53,24,90,117,107
2628,98,20,14,104,101
2629,89,59,70,2,54
2630,66,11,8,5,26
2631,125,77,116,29,56
2632,111,57,85,83,105
2633,122,79,82,112,93
2634,42,74,67,18,53
2635,73,110,87,37,121
2636,65,30,80,25,35
2637,100,108,58,40,102
2638,17,92,81,115,55
2639,96,1,94,7,38
2640,21,123,84,4,119
2641,31,60,16,34,64
2642,62,46,95,9,68
2643,3,39,28,13,99
2644,113,76,106,71,32
2645,44,97,6,19,120
2646,12,124,69,61,50
2647,15,49,88,86,36
2648,91,78,10,33,66
2649,63,45,114,111,54
2650,43,109,47,22,69
2651,72,23,75,60,14
2652,52,59,112,37,115
2653,16,8,123,3,88
2654,95,39,5,30,1
2655,85,114,125,80,78
2656,108,86,75,122,35
2657,50,110,41,40,11
2658,33,74,107,27,92
2659,96,116,105,23,79
2660,119,109,71,118,58
2661,9,104,21,43,24
2662,84,7,61,87,62
2663,36,100,38,81,73
2664,12,2,18,121,103
2665,49,120,13,102,42
2666,6,91,34,25,82
2667,46,77,26,4,52
2668,70,31,20,45,44
2669,63,48,15,64,97
2670,19,51,113,67,72
2671,55,98,94,53,110
2672,57,106,68,101,61
2673,83,29,93,32,10
2674,99,90,65,119,112
2675,28,124,76,117,34
2676,22,17,89,7,101
2677,56,47,81,62,23
2678,90,109,12,37,114
2679,105,124,25,52,16
2680,104,60,30,10,54
2681,98,111,125,113,74
2682,95,122,63,91,99
2683,14,87,36,24,19
2684,13,107,76,2,85
2685,75,66,77,120,70
2686,73,80,69,97,82
2687,92,65,88,108,117
2688,53,68,58,11,59
2689,102,72,89,116,5
2690,6,28,86,106,51
2691,79,9,48,55,40
2692,71,45,41,67,123
2693,22,33,46,8,50
2694,32,35,38,49,56
2695,27,96,44,83,78
2696,4,20,42,39,17
2697,47,3,57,118,84
2698,21,29,94,115,85
2699,31,100,121,55,118
2700,18,15,1,89,75
2701,64,26,93,103,110
2702,43,114,117,51,122
2703,57,8,21,63,65
2704,116,36,70,26,94
2705,69,18,52,19,99
2706,87,109,97,38,91
2707,11,113,96,77,104
2708,103,105,28,30,90
2709,29,53,1,86,119
2710,101,64,81,42,24
2711,61,111,23,43,108
2712,62,5,22,88,83
2713,80,124,72,54,9
2714,40,106,47,95,15
2715,13,20,27,58,35
2716,66,37,46,6,27
2717,16,7,10,2,44
2718,73,92,34,14,84
2719,3,100,120,68,79
2720,45,25,17,60,107
2721,93,123,74,73,51
2722,4,71,78,112,121
2723,32,67,98,12,88
2724,33,39,125,82,72
2725,49,59,41,91,100
2726,56,48,102,50,118
2727,31,76,11,9,120
2728,115,54,64,125,3
2729,26,99,68,12,78
2730,87,23,95,92,103
2731,56,39,114,70,69
2732,17,79,53,19,108
2733,18,94,122,77,5
2734,65,67,82,48,85
2735,33,75,96,106,121
2736,111,109,117,123,40
2737,32,43,34,59,1
2738,16,98,102,47,6
2739,61,46,21,60,105
2740,86,89,74,115,44
2741,28,8,10,119,116
2742,30,93,37,76,49
2743,25,14,41,4,90
2744,2,31,80,71,75
2745,81,113,66,20,63
2746,62,50,55,13,45
2747,38,110,112,107,51
2748,52,29,24,58,84
2749,57,36,104,7,71
2750,101,97,124,49,21
2751,35,22,74,117,87
2752,42,15,23,59,98
2753,83,58,8,1,42
2754,86,38,47,114,99
2755,3,18,30,108,106
2756,64,25,44,102,88
2757,29,26,6,92,39
2758,37,36,79,80,41
2759,43,54,20,11,93
2760,72,68,121,32,105
2761,91,17,104,120,56
2762,50,111,16,9,67
2763,116,60,19,63,40
2764,34,115,83,7,118
2765,89,107,69,78,87
2766,55,35,77,103,33
2767,66,84,22,53,97
2768,94,124,45,82,14
2769,125,76,4,38,58
2770,101,70,122,96,12
2771,5,112,31,85,73
2772,61,48,10,13,113
2773,81,95,109,28,61
2774,62,2,15,35,114
2775,100,119,57,98,2
2776,52,123,104,33,85
2777,46,110,102,99,92
2778,90,5,23,71,44
2779,24,27,79,4,31
2780,65,16,56,76,41
2781,66,100,80,109,34
2782,124,65,122,111,1
2783,78,110,13,117,21
2784,108,95,10,105,74
2785,67,118,17,8,52
2786,46,7,51,12,30
2787,39,9,121,123,94
2788,48,106,45,42,87
2789,25,36,83,3,43
2790,101,63,50,26,125
2791,93,6,116,100,104
2792,120,89,73,64,46
2793,59,69,88,57,113
2794,18,40,28,84,27
2795,68,90,60,7,48
2796,14,107,70,37,49
2797,11,47,97,103,79
2798,20,82,75,19,29
2799,96,22,91,92,61
2800,115,62,77,14,12
2801,119,32,55,24,70
2802,112,72,15,43,120
2803,53,54,81,78,106
2804,86,16,77,101,117
2805,9,8,41,18,23
2806,27,11,112,17,109
2807,89,90,97,88,125
2808,10,6,94,15,24
2809,32,26,2,28,91
2810,81,13,118,4,105
2811,102,69,71,29,66
2812,110,49,33,80,58
2813,84,20,5,25,55
2814,21,64,40,56,10
2815,123,98,38,44,46
2816,22,3,72,1,103
2817,59,45,83,51,65
2818,107,52,93,111,53
2819,114,108,57,120,96
2820,39,124,31,62,67
2821,30,50,99,59,97
2822,82,35,60,47,8
2823,75,76,64,112,84
2824,68,37,86,24,20
2825,74,54,116,34,13
2826,95,121,85,79,38
2827,19,115,119,15,117
2828,63,42,44,104,119
2829,36,51,109,4,33
2830,73,113,83,35,123
2831,122,2,102,27,14
2832,19,16,49,62,125
2833,45,81,18,37,26
2834,50,106,23,52,34
2835,118,86,42,92,54
2836,29,25,95,96,118
2837,89,21,93,16,27
2838,100,22,75,124,70
2839,41,98,114,77,124
2840,58,105,107,94,44
2841,47,85,71,63,61
2842,91,103,53,88,14
2843,82,30,57,87,101
2844,32,108,36,48,5
2845,7,66,39,99,74
2846,31,1,12,93,48
2847,17,90,43,96,49
2848,121,69,3,116,9
2849,113,115,78,28,24
2850,73,60,11,106,117
2851,67,122,56,34,97
2852,76,80,108,26,15
2853,68,65,109,54,110
2854,72,55,6,78,8
2855,111,82,89,66,110
2856,40,43,125,52,12
2857,4,115,35,40,98
2858,100,62,37,33,29
2859,23,11,94,46,2
2860,87,21,32,39,100
2861,79,91,76,46,18
2862,105,41,1,104,20
2863,70,71,83,9,17
2864,60,84,99,36,6
2865,122,59,92,105,109
2866,7,81,116,31,117
2867,67,55,64,57,69
2868,47,25,74,58,50
2869,63,38,22,27,115
2870,5,19,123,80,3
2871,77,88,68,30,13
2872,102,103,112,65,10
2873,51,101,15,11,52
2874,73,61,66,4,54
2875,86,121,120,10,22
2876,90,45,19,38,8
2877,85,75,32,69,117
2878,114,95,107,67,36
2879,42,56,79,60,5
2880,119,72,114,20,49
2881,113,101,95,3,31
2882,53,28,43,16,87
2883,111,75,48,103,99
2884,14,118,40,26,114
2885,77,121,82,23,53
2886,29,64,2,17,111
2887,102,12,39,104,55
2888,44,113,110,116,50
2889,57,78,35,116,41
2890,30,92,24,47,89
2891,68,56,71,28,94
2892,120,93,124,119,60
2893,98,21,81,11,33
2894,88,72,34,94,48
2895,65,6,77,43,27
2896,70,84,80,38,104
2897,63,74,106,14,79
2898,18,107,62,73,102
2899,1,25,37,51,10
2900,112,83,61,41,49
2901,42,122,123,47,7
2902,9,13,96,125,119
2903,91,86,58,30,55
2904,90,59,20,64,85
2905,76,45,1,21,77
2906,108,97,93,41,24
2907,96,40,73,71,15
2908,125,107,22,42,110
2909,97,65,36,12,113
2910,35,61,45,52,119
2911,69,103,123,68,108
2912,112,111,56,87,33
2913,9,91,51,90,115
2914,118,72,66,28,59
2915,121,101,74,124,29
2916,95,44,75,73,8
2917,34,62,89,11,6
2918,5,86,57,4,102
2919,7,19,50,70,109
2920,99,23,54,76,33
2921,100,13,92,16,32
2922,105,39,18,49,113
2923,83,2,53,37,120
2924,80,81,88,106,84
2925,98,26,31,84,17
2926,122,25,39,19,71
2927,82,3,78,46,70
2928,67,54,22,85,120
2929,63,94,89,3,52
2930,58,10,12,5,81
2931,57,17,74,46,48
2932,66,65,47,44,101
2933,98,109,76,60,86
2934,72,37,38,13,23
2935,80,90,61,55,29
2936,116,15,92,45,27
2937,62,51,53,118,85
2938,91,123,106,1,99
2939,97,83,75,110,39
2940,100,103,78,63,42
2941,79,117,25,114,44
2942,35,64,96,24,95
2943,115,67,68,18,111
2944,30,31,43,66,107
2945,124,4,104,106,95
2946,40,93,7,69,42
2947,59,125,21,55,14
2948,8,108,2,115,56
2949,121,34,58,41,61
2950,20,36,9,61,33
2951,16,103,116,107,88
2952,28,50,14,15,120
2953,32,122,52,90,46
2954,87,26,51,60,27
2955,82,105,76,115,110
2956,112,6,40,53,122
2957,32,96,19,54,102
2958,68,91,80,13,22
2959,109,62,99,25,67
2960,92,82,2,123,56
2961,111,71,10,21,69
2962,117,125,23,83,20
2963,49,11,29,4,18
2964,124,37,8,64,77
2965,48,86,80,59,119
2966,94,81,87,8,114
2967,97,78,17,50,105
2968,65,100,69,26,35
2969,24,7,13,11,114
2970,70,47,108,98,112
2971,6,75,38,9,118
2972,12,45,84,79,89
2973,5,34,63,93,2
2974,43,101,85,40,3
2975,57,72,107,62,26
2976,58,104,28,36,22
2977,1,16,35,66,112
2978,121,98,50,3,21
2979,74,88,96,76,60
2980,31,89,119,36,47
2981,113,7,29,91,16
2982,30,45,6,85,4
2983,73,78,88,23,122
2984,117,67,84,44,30
2985,18,86,100,71,97
2986,82,52,15,54,105
2987,42,116,109,24,124
2988,94,73,103,101,32
2989,75,113,90,123,102
2990,104,34,125,17,37
2991,33,63,59,108,25
2992,56,9,110,57,79
2993,14,31,46,53,5
2994,10,38,68,43,55
2995,65,39,49,118,111
2996,92,120,70,41,99
2997,83,87,64,12,58
2998,81,121,27,20,1
2999,93,19,106,72,77
3000,48,28,74,95,51
